,date,catch_volume,id_fish,predict_volume,lower_bond,upper_bond,anomalies
0,2022-01-01,2376.445326,400,,,,0
1,2022-01-02,3917.521455,400,,,,0
2,2022-01-03,5256.391364,400,,,,0
3,2022-01-04,4537.510215,400,4021.96709,555.7350764091134,7488.199103590887,0
4,2022-01-05,3657.444439,400,4342.21686825,875.9848546591129,7808.448881840886,0
5,2022-01-06,4837.940829,400,4572.321711750001,1106.089698159114,8038.5537253408875,0
6,2022-01-07,5082.8632959999995,400,4528.93969475,1062.7076811591132,7995.171708340887,0
7,2022-01-08,5701.726088,400,4819.993663,1353.7616494091135,8286.225676590886,0
8,2022-01-09,6729.127265,400,5587.9143695,2121.6823559091135,9054.146383090887,0
9,2022-01-10,7399.531263,400,6228.311978000001,2762.079964409114,9694.543991590886,0
10,2022-01-11,7267.13077,400,6774.378846500001,3308.146832909114,10240.610860090888,0
11,2022-01-12,6649.151139,400,7011.235109249999,3545.0030956591127,10477.467122840886,0
12,2022-01-13,6675.782471,400,6997.89891075,3531.6668971591134,10464.130924340887,0
13,2022-01-14,5093.618675,400,6421.420763749999,2955.1887501591127,9887.652777340885,0
14,2022-01-15,4467.719317,400,5721.5679005,2255.3358869091135,9187.799914090887,0
15,2022-01-16,5746.415745,400,5495.884052,2029.6520384091136,8962.116065590886,0
16,2022-01-17,8200.65966,400,5877.103349249999,2410.8713356591124,9343.335362840886,0
17,2022-01-18,9182.343812,400,6899.2846334999995,3433.0526199091128,10365.516647090886,0
18,2022-01-19,7866.777147,400,7749.049090999999,4282.817077409112,11215.281104590886,0
19,2022-01-20,7654.700861,400,8226.12037,4759.888356409114,11692.352383590887,0
20,2022-01-21,6740.782783,400,7861.15115075,4394.919137159113,11327.383164340887,0
21,2022-01-22,8091.246285,400,7588.376769,4122.144755409114,11054.608782590887,0
22,2022-01-23,9062.512759,400,7887.310672,4421.078658409113,11353.542685590886,0
23,2022-01-24,9059.195437,400,8238.434315999999,4772.202302409112,11704.666329590886,0
24,2022-01-25,8763.7743,400,8744.18219525,5277.950181659113,12210.414208840886,0
25,2022-01-26,9137.787238,400,9005.8174335,5539.585419909114,12472.049447090887,0
26,2022-01-27,8778.054975,400,8934.7029875,5468.470973909114,12400.935001090887,0
27,2022-01-28,7952.45276,400,8658.01731825,5191.7853046591135,12124.249331840887,0
28,2022-01-29,7686.397549,400,8388.673130500001,4922.4411169091145,11854.905144090888,0
29,2022-01-30,10161.438,400,8644.585821,5178.353807409114,12110.817834590887,0
30,2022-01-31,9454.787731,400,8813.76901,5347.536996409113,12280.001023590887,0
31,2022-02-01,8534.22677,400,8959.2125125,5492.9804989091135,12425.444526090887,0
32,2022-02-02,9907.754499,400,9514.55175,6048.319736409114,12980.783763590887,0
33,2022-02-03,8593.813517,400,9122.64562925,5656.413615659114,12588.877642840887,0
34,2022-02-04,6794.552333,400,8457.58677975,4991.354766159113,11923.818793340886,0
35,2022-02-05,8779.583824,400,8518.92604325,5052.694029659113,11985.158056840886,0
36,2022-02-06,9846.856091,400,8503.70144125,5037.469427659113,11969.933454840886,0
37,2022-02-07,9472.345756,400,8723.334501,5257.102487409113,12189.566514590886,0
38,2022-02-08,11151.154446,400,9812.48502925,6346.253015659113,13278.717042840886,0
39,2022-02-09,12191.992976,400,10665.58731725,7199.355303659113,14131.819330840886,0
40,2022-02-10,12204.131163,400,11254.90608525,7788.674071659114,14721.138098840887,0
41,2022-02-11,12212.451141,400,11939.932431500001,8473.700417909115,15406.164445090888,0
42,2022-02-12,10785.282588,400,11848.464467000002,8382.232453409115,15314.696480590888,0
43,2022-02-13,8410.274944,400,10903.034959,7436.802945409114,14369.266972590887,0
44,2022-02-14,8907.238384,400,10078.81176425,6612.579750659113,13545.043777840887,0
45,2022-02-15,10117.727013,400,9555.13073225,6088.898718659113,13021.362745840886,0
46,2022-02-16,10578.773782,400,9503.50353075,6037.2715171591135,12969.735544340887,0
47,2022-02-17,8779.09209,400,9595.70781725,6129.475803659114,13061.939830840887,0
48,2022-02-18,10575.749827,400,10012.835678,6546.603664409113,13479.067691590886,0
49,2022-02-19,9273.438979,400,9801.7636695,6335.531655909113,13267.995683090887,0
50,2022-02-20,8724.90964,400,9338.297634,5872.065620409114,12804.529647590887,0
51,2022-02-21,9799.13669,400,9593.308784,6127.076770409114,13059.540797590887,0
52,2022-02-22,4781.387125,400,8144.7181085,4678.4860949091135,11610.950122090886,0
53,2022-02-23,2121.319005,400,6356.688115,2890.456101409113,9822.920128590886,1
54,2022-02-24,4596.182488,400,5324.506326999999,1858.2743134091124,8790.738340590886,0
55,2022-02-25,10184.882793,400,5420.94285275,1954.7108391591137,8887.174866340887,1
56,2022-02-26,11529.649701,400,7108.008496750001,3641.776483159114,10574.240510340887,1
57,2022-02-27,12991.924888,400,9825.6599675,6359.427953909113,13291.891981090886,0
58,2022-02-28,13702.546368,400,12102.250937499999,8636.018923909112,15568.482951090886,0
59,2022-03-01,10121.968421,400,12086.5223445,8620.290330909113,15552.754358090886,0
60,2022-03-02,11031.781498,400,11962.05529375,8495.823280159113,15428.287307340886,0
61,2022-03-03,10220.808316999999,400,11269.276151,7803.044137409113,14735.508164590887,0
62,2022-03-04,10997.818373,400,10593.09415225,7126.862138659113,14059.326165840886,0
63,2022-03-05,11420.592545,400,10917.75018325,7451.5181696591135,14383.982196840887,0
64,2022-03-06,11263.172884,400,10975.59802975,7509.366016159112,14441.830043340886,0
65,2022-03-07,9879.174868,400,10890.1896675,7423.957653909114,14356.421681090887,0
66,2022-03-08,9695.665784,400,10564.65152025,7098.419506659113,14030.883533840886,0
67,2022-03-09,10498.994079,400,10334.25190375,6868.019890159114,13800.483917340887,0
68,2022-03-10,10900.78328,400,10243.65450275,6777.422489159113,13709.886516340886,0
69,2022-03-11,10589.009791,400,10421.1132335,6954.8812199091135,13887.345247090887,0
70,2022-03-12,11879.014922,400,10966.950518000001,7500.718504409115,14433.182531590888,0
71,2022-03-13,10771.178985,400,11034.9967445,7568.7647309091135,14501.228758090887,0
72,2022-03-14,10200.810469,400,10860.00354175,7393.771528159114,14326.235555340887,0
73,2022-03-15,10385.388012,400,10809.098097,7342.866083409113,14275.330110590887,0
74,2022-03-16,10844.558242000001,400,10550.483927000001,7084.251913409114,14016.715940590888,0
75,2022-03-17,11475.715946,400,10726.61816725,7260.386153659114,14192.850180840887,0
76,2022-03-18,10217.612764,400,10730.818741,7264.586727409112,14197.050754590886,0
77,2022-03-19,10490.589383,400,10757.11908375,7290.887070159113,14223.351097340887,0
78,2022-03-20,8973.760823,400,10289.419729000001,6823.187715409114,13755.651742590888,0
79,2022-03-21,8719.027381,400,9600.24758775,6134.015574159113,13066.479601340887,0
80,2022-03-22,7282.28044,400,8866.414506750001,5400.1824931591145,12332.646520340888,0
81,2022-03-23,8786.955783,400,8440.50610675,4974.274093159112,11906.738120340886,0
82,2022-03-24,10289.355904,400,8769.404877,5303.172863409114,12235.636890590888,0
83,2022-03-25,11452.775837,400,9452.841991,5986.609977409113,12919.074004590886,0
84,2022-03-26,10783.412365,400,10328.12497225,6861.892958659113,13794.356985840886,0
85,2022-03-27,10610.873296,400,10784.1043505,7317.872336909113,14250.336364090886,0
86,2022-03-28,9202.55726,400,10512.4046895,7046.1726759091125,13978.636703090886,0
87,2022-03-29,6123.770897,400,9180.1534545,5713.921440909113,12646.385468090886,0
88,2022-03-30,9800.720864,400,8934.48057925,5468.2485656591125,12400.712592840886,0
89,2022-03-31,11935.651105,400,9265.6750315,5799.443017909114,12731.907045090888,0
90,2022-04-01,8056.5694619999995,400,8979.178082,5512.946068409114,12445.410095590887,0
91,2022-04-02,9661.395593,400,9863.584256,6397.352242409113,13329.816269590887,0
92,2022-04-03,8360.910349,400,9503.631627249999,6037.399613659112,12969.863640840886,0
93,2022-04-04,8118.658264,400,8549.383417000001,5083.151403409114,12015.615430590888,0
94,2022-04-05,9840.44471,400,8995.352229,5529.120215409113,12461.584242590887,0
95,2022-04-06,8665.249882,400,8746.315801249999,5280.083787659112,12212.547814840886,0
96,2022-04-07,8755.905308,400,8845.064541,5378.832527409113,12311.296554590886,0
97,2022-04-08,10276.735554,400,9384.5838635,5918.351849909113,12850.815877090887,0
98,2022-04-09,10412.925797,400,9527.70413525,6061.472121659113,12993.936148840887,0
99,2022-04-10,2918.479,400,8091.01141475,4624.779401159113,11557.243428340887,1
100,2022-04-11,2413.2749479999998,400,6505.35382475,3039.1218111591133,9971.585838340887,1
101,2022-04-12,3213.175464,400,4739.46380225,1273.2317886591136,8205.695815840887,0
102,2022-04-13,3152.092907,400,2924.25557975,-541.9764338408868,6390.487593340887,0
103,2022-04-14,3183.109932,400,2990.41331275,-475.8187008408868,6456.645326340887,0
104,2022-04-15,2011.818863,400,2890.0492915,-576.1827220908867,6356.281305090886,0
105,2022-04-16,2141.943719,400,2622.24135525,-843.9906583408865,6088.473368840887,0
106,2022-04-17,2787.735724,400,2531.1520595,-935.0799540908865,5997.384073090887,0
107,2022-04-18,2390.1647439999997,400,2332.9157625,-1133.316251090887,5799.1477760908865,0
108,2022-04-19,2047.556548,400,2341.85018375,-1124.381829840887,5808.0821973408865,0
109,2022-04-20,1518.374556,400,2185.957893,-1280.274120590887,5652.1899065908865,0
110,2022-04-21,1468.158747,400,1856.0636487499999,-1610.1683648408869,5322.295662340886,0
111,2022-04-22,2026.056412,400,1765.03656575,-1701.1954478408868,5231.268579340886,0
112,2022-04-23,3372.115721,400,2096.176359,-1370.0556545908867,5562.408372590887,0
113,2022-04-24,3097.36855,400,2490.9248575,-975.3071560908866,5957.156871090887,0
114,2022-04-25,3614.771068,400,3027.5779377500003,-438.65407584088643,6493.809951340887,0
115,2022-04-26,3636.220535,400,3430.1189685,-36.11304509088677,6896.350982090887,0
116,2022-04-27,2889.529228,400,3309.47234525,-156.7596683408865,6775.704358840887,0
117,2022-04-28,2928.673503,400,3267.2985835,-198.93343009088676,6733.530597090887,0
118,2022-04-29,1045.255021,400,2624.9195717499997,-841.312441840887,6091.151585340886,0
119,2022-04-30,1450.294782,400,2078.4381335,-1387.793880090887,5544.6701470908865,0
120,2022-05-01,1712.0479149999999,400,1784.06780525,-1682.1642083408867,5250.2998188408865,0
121,2022-05-02,2714.355394,400,1730.488278,-1735.7437355908867,5196.7202915908865,0
122,2022-05-03,4328.816418,400,2551.37862725,-914.8533863408866,6017.610640840887,0
123,2022-05-04,3544.6766000000002,400,3074.97408175,-391.2579318408866,6541.206095340887,0
124,2022-05-05,2293.918602,400,3220.4417535000002,-245.79026009088648,6686.673767090887,0
125,2022-05-06,2380.292696,400,3136.9260790000003,-329.3059345908864,6603.1580925908875,0
126,2022-05-07,1624.39716,400,2460.8212645000003,-1005.4107490908864,5927.053278090887,0
127,2022-05-08,1760.342532,400,2014.7377474999998,-1451.4942660908869,5480.969761090886,0
128,2022-05-09,1614.19649,400,1844.8072195,-1621.4247940908867,5311.039233090887,0
129,2022-05-10,1822.2553619999999,400,1705.2978859999998,-1760.9341275908869,5171.529899590887,0
130,2022-05-11,2161.564812,400,1839.5897989999999,-1626.6422145908869,5305.821812590886,0
131,2022-05-12,2802.283772,400,2100.0751090000003,-1366.1569045908864,5566.307122590887,0
132,2022-05-13,2147.771484,400,2233.4688575,-1232.7631560908867,5699.700871090887,0
133,2022-05-14,3126.708404,400,2559.5821180000003,-906.6498955908864,6025.814131590887,0
134,2022-05-15,2823.732,400,2725.123915,-741.1080985908866,6191.355928590887,0
135,2022-05-16,2002.2504,400,2525.1155719999997,-941.116441590887,5991.347585590886,0
136,2022-05-17,2132.5244,400,2521.303801,-944.9282125908867,5987.535814590887,0
137,2022-05-18,2474.092,400,2358.1497,-1108.0823135908868,5824.381713590887,0
138,2022-05-19,2558.7586,400,2291.90635,-1174.3256635908865,5758.138363590887,0
139,2022-05-20,1823.4653,400,2247.210075,-1219.0219385908867,5713.442088590887,0
140,2022-05-21,2544.9134,400,2350.3073249999998,-1115.924688590887,5816.5393385908865,0
141,2022-05-22,2256.5667,400,2295.926,-1170.3060135908868,5762.158013590886,0
142,2022-05-23,3015.387052,400,2410.083113,-1056.1489005908866,5876.315126590887,0
143,2022-05-24,3735.1191,400,2887.996563,-578.2354505908866,6354.228576590887,0
144,2022-05-25,3058.5398999999998,400,3016.4031880000002,-449.8288255908865,6482.635201590887,0
145,2022-05-26,2869.3616,400,3169.601913,-296.63010059088674,6635.833926590887,0
0,2022-01-01,4.375,886,,,,0
1,2022-01-02,19.3,886,,,,0
2,2022-01-03,10.867999999999999,886,,,,0
3,2022-01-04,3.785,886,9.582,-2.2020572482703056,21.36605724827031,0
4,2022-01-05,16.431,886,12.596,0.8119427517296938,24.380057248270305,0
5,2022-01-06,16.759,886,11.96075,0.17669275172969456,23.744807248270305,0
